,startTimeInSeconds,timerDurationInSeconds,clockDurationInSeconds,elevationInMeters,airTemperatureCelcius,heartRate,speedMetersPerSecond,totalDistanceInMeters,summaryId,activityId,activityName
0,1662241625,167,173,59.599998474121094,26,149,3.1070001125335693,526.739990234375,9536249628-detail,9536249628,Melbourne Running
1,1662241627,169,175,59.79999923706055,26,149,3.0980000495910645,532.6099853515625,9536249628-detail,9536249628,Melbourne Running
2,1662241628,170,176,60.0,26,149,3.0980000495910645,535.4400024414062,9536249628-detail,9536249628,Melbourne Running
3,1662241631,173,179,60.20000076293945,26,150,3.0789999961853027,544.4000244140625,9536249628-detail,9536249628,Melbourne Running
4,1662241634,176,182,60.400001525878906,26,153,3.059999942779541,553.9500122070312,9536249628-detail,9536249628,Melbourne Running
5,1662241638,180,186,61.0,26,155,3.059999942779541,565.5999755859375,9536249628-detail,9536249628,Melbourne Running
6,1662241644,186,192,61.599998474121094,26,153,3.0320000648498535,583.6900024414062,9536249628-detail,9536249628,Melbourne Running
7,1662241647,189,195,62.0,25,152,3.0230000019073486,593.0499877929688,9536249628-detail,9536249628,Melbourne Running
8,1662241649,191,197,62.0,25,152,3.0139999389648438,598.9600219726562,9536249628-detail,9536249628,Melbourne Running
9,1662241653,195,201,62.0,25,152,2.994999885559082,612.1300048828125,9536249628-detail,9536249628,Melbourne Running
10,1662241659,201,207,61.79999923706055,25,153,2.9760000705718994,631.1900024414062,9536249628-detail,9536249628,Melbourne Running
11,1662241666,208,214,62.0,25,152,2.9670000076293945,653.9400024414062,9536249628-detail,9536249628,Melbourne Running
12,1662241667,209,215,62.0,25,152,2.9760000705718994,656.9600219726562,9536249628-detail,9536249628,Melbourne Running
13,1662241673,215,221,61.400001525878906,25,152,2.994999885559082,677.260009765625,9536249628-detail,9536249628,Melbourne Running
14,1662241679,221,227,61.599998474121094,25,151,3.003999948501587,694.0999755859375,9536249628-detail,9536249628,Melbourne Running
15,1662241685,227,233,61.400001525878906,25,149,2.994999885559082,712.2899780273438,9536249628-detail,9536249628,Melbourne Running
16,1662241688,230,236,61.400001525878906,25,150,2.994999885559082,722.3699951171875,9536249628-detail,9536249628,Melbourne Running
17,1662241695,237,243,61.400001525878906,25,149,3.003999948501587,742.5399780273438,9536249628-detail,9536249628,Melbourne Running
18,1662241696,238,244,61.400001525878906,25,148,3.003999948501587,745.3800048828125,9536249628-detail,9536249628,Melbourne Running
19,1662241703,245,251,61.79999923706055,24,148,2.9860000610351562,766.4299926757812,9536249628-detail,9536249628,Melbourne Running
20,1662241705,247,253,61.79999923706055,24,147,2.9860000610351562,772.0499877929688,9536249628-detail,9536249628,Melbourne Running
21,1662241713,255,261,62.0,24,147,2.9760000705718994,795.5800170898438,9536249628-detail,9536249628,Melbourne Running
22,1662241714,256,262,62.20000076293945,24,147,2.9760000705718994,799.3300170898438,9536249628-detail,9536249628,Melbourne Running
23,1662241719,261,267,62.20000076293945,24,148,2.9860000610351562,816.6699829101562,9536249628-detail,9536249628,Melbourne Running
24,1662241725,267,273,62.20000076293945,24,148,3.0139999389648438,835.7999877929688,9536249628-detail,9536249628,Melbourne Running
25,1662241732,274,280,62.599998474121094,24,148,3.0320000648498535,858.3300170898438,9536249628-detail,9536249628,Melbourne Running
26,1662241733,275,281,62.599998474121094,24,148,3.0320000648498535,860.8200073242188,9536249628-detail,9536249628,Melbourne Running
27,1662241738,280,286,63.0,24,149,3.0420000553131104,875.6400146484375,9536249628-detail,9536249628,Melbourne Running
28,1662241739,281,287,63.0,24,150,3.0420000553131104,878.2999877929688,9536249628-detail,9536249628,Melbourne Running
29,1662242017,559,565,65.5999984741211,21,161,2.938999891281128,1711.56005859375,9536249628-detail,9536249628,Melbourne Running
30,1662242023,565,571,65.5999984741211,21,161,2.9210000038146973,1729.4300537109375,9536249628-detail,9536249628,Melbourne Running
31,1662242030,572,578,65.80000305175781,21,160,2.9019999504089355,1750.0899658203125,9536249628-detail,9536249628,Melbourne Running
32,1662242037,579,585,66.0,21,158,2.882999897003174,1772.27001953125,9536249628-detail,9536249628,Melbourne Running
33,1662242039,581,587,66.0,21,157,2.865000009536743,1777.989990234375,9536249628-detail,9536249628,Melbourne Running
34,1662242042,584,590,65.80000305175781,21,157,2.865000009536743,1786.6600341796875,9536249628-detail,9536249628,Melbourne Running
35,1662242044,586,592,65.80000305175781,21,158,2.874000072479248,1793.1400146484375,9536249628-detail,9536249628,Melbourne Running
36,1662242051,593,599,66.0,21,156,2.9110000133514404,1813.739990234375,9536249628-detail,9536249628,Melbourne Running
37,1662242057,599,605,66.0,21,155,2.930000066757202,1831.5,9536249628-detail,9536249628,Melbourne Running
38,1662242058,600,606,66.19999694824219,21,155,2.930000066757202,1834.0999755859375,9536249628-detail,9536249628,Melbourne Running
39,1662242060,602,608,66.19999694824219,21,156,2.9210000038146973,1839.6800537109375,9536249628-detail,9536249628,Melbourne Running
40,1662242066,608,614,66.0,21,156,2.9019999504089355,1858.760009765625,9536249628-detail,9536249628,Melbourne Running
41,1662242072,614,620,66.0,21,157,2.9110000133514404,1878.3199462890625,9536249628-detail,9536249628,Melbourne Running
42,1662242078,620,626,66.0,21,155,2.930000066757202,1896.8900146484375,9536249628-detail,9536249628,Melbourne Running
43,1662242081,623,629,66.0,21,158,2.930000066757202,1905.739990234375,9536249628-detail,9536249628,Melbourne Running
44,1662242084,626,632,66.0,21,158,2.938999891281128,1915.4300537109375,9536249628-detail,9536249628,Melbourne Running
45,1662242091,633,639,65.80000305175781,21,156,2.947999954223633,1937.06005859375,9536249628-detail,9536249628,Melbourne Running
46,1662242098,640,646,65.80000305175781,21,156,2.9579999446868896,1958.6199951171875,9536249628-detail,9536249628,Melbourne Running
47,1662242101,643,649,65.80000305175781,21,155,2.9579999446868896,1967.68994140625,9536249628-detail,9536249628,Melbourne Running
48,1662242108,650,656,65.80000305175781,21,153,2.9579999446868896,1988.969970703125,9536249628-detail,9536249628,Melbourne Running
49,1662242109,651,657,65.80000305175781,21,154,2.9579999446868896,1991.949951171875,9536249628-detail,9536249628,Melbourne Running
50,1662242112,654,660,65.80000305175781,21,154,2.9579999446868896,2000.780029296875,9536249628-detail,9536249628,Melbourne Running
51,1662242116,658,664,65.80000305175781,21,154,2.9670000076293945,2011.1500244140625,9536249628-detail,9536249628,Melbourne Running
52,1662242123,665,671,66.19999694824219,21,154,2.9670000076293945,2033.25,9536249628-detail,9536249628,Melbourne Running
53,1662242129,671,677,66.0,21,154,2.9579999446868896,2051.050048828125,9536249628-detail,9536249628,Melbourne Running
54,1662242135,677,683,66.0,21,153,2.9670000076293945,2070.419921875,9536249628-detail,9536249628,Melbourne Running
55,1662242500,1042,1048,66.19999694824219,19,160,3.059999942779541,3187.570068359375,9536249628-detail,9536249628,Melbourne Running
56,1662242504,1046,1052,66.19999694824219,19,160,3.069999933242798,3200.860107421875,9536249628-detail,9536249628,Melbourne Running
